name,tear,score,rate
CAROL,MASTER,226점,67승 51패 (56.78%)
태로태로,MASTER,226점,99승 83패 (54.40%)
잡아줘,MASTER,226점,129승 69패 (65.15%)
T1 Jaker,MASTER,226점,187승 169패 (52.53%)
Sup label,MASTER,226점,290승 279패 (50.97%)
나이쨩,MASTER,226점,481승 467패 (50.74%)
양심팔아먹은사람,MASTER,226점,105승 91패 (53.57%)
파이크,MASTER,226점,102승 82패 (55.43%)
Sunnysnow,MASTER,225점,85승 62패 (57.82%)
스누피,MASTER,225점,387승 375패 (50.79%)
맛 나,MASTER,225점,222승 189패 (54.01%)
제카피베니아모요,MASTER,225점,100승 77패 (56.50%)
  kcgg,MASTER,225점,439승 442패 (49.83%)
winter,MASTER,225점,137승 119패 (53.52%)
doguma,MASTER,225점,296승 280패 (51.39%)
민투덜,MASTER,225점,51승 33패 (60.71%)
포 유,MASTER,225점,127승 104패 (54.98%)
Honey,MASTER,225점,61승 49패 (55.45%)
프랩1,MASTER,225점,163승 139패 (53.97%)
강력한조지,MASTER,225점,256승 242패 (51.41%)
폐 미,MASTER,225점,179승 176패 (50.42%)
역천괴,MASTER,224점,81승 70패 (53.64%)
iilillliiilillil,MASTER,224점,97승 88패 (52.43%)
new name can win,MASTER,224점,382승 369패 (50.87%)
칼리벤당하면이즈,MASTER,224점,140승 118패 (54.26%)
농심 칼릭스,MASTER,224점,52승 41패 (55.91%)
1999 05 20,MASTER,224점,110승 92패 (54.46%)
고 쑤,MASTER,224점,128승 117패 (52.24%)
신바드N,MASTER,224점,174승 144패 (54.72%)
sk lol sj,MASTER,224점,194승 165패 (54.04%)
엔도르시 자하드,MASTER,224점,237승 218패 (52.09%)
택 령 ,MASTER,224점,182승 126패 (59.09%)
난최고가될거야,MASTER,224점,220승 204패 (51.89%)
I메리크리스마스I,MASTER,224점,102승 73패 (58.29%)
T1 Gumayusi,MASTER,224점,62승 48패 (56.36%)
야간비행,MASTER,224점,119승 106패 (52.89%)
I선물I,MASTER,223점,280승 264패 (51.47%)
왕i9,MASTER,223점,127승 99패 (56.19%)
VIEGOKlNG,MASTER,223점,824승 804패 (50.61%)
찍어눌러찢어발겨,MASTER,223점,285승 272패 (51.17%)
socialphobia4,MASTER,223점,74승 43패 (63.25%)
DK Salnt,MASTER,223점,187승 165패 (53.12%)
역천괴,MASTER,223점,175승 164패 (51.62%)
chenhe,MASTER,223점,122승 89패 (57.82%)
유미를 탄 제라스,MASTER,223점,166승 148패 (52.87%)
삼겹살비빔면쌈장,MASTER,223점,178승 164패 (52.05%)
최준명 서울 거주,MASTER,223점,200승 180패 (52.63%)
HLE Clorik,MASTER,223점,366승 351패 (51.05%)
진에어 조현영,MASTER,223점,183승 168패 (52.14%)
Time in a Bottle,MASTER,223점,248승 231패 (51.77%)
Giyeom,MASTER,223점,92승 76패 (54.76%)
그늘이,MASTER,223점,244승 228패 (51.69%)
의카장,MASTER,223점,183승 176패 (50.97%)
리어카로밴츠박음,MASTER,223점,196승 175패 (52.83%)
배짱 좋은 재단사,MASTER,223점,190승 127패 (59.94%)
Sad end,MASTER,223점,187승 167패 (52.82%)
Zion Avel,MASTER,223점,91승 72패 (55.83%)
Poss angel,MASTER,222점,127승 95패 (57.21%)
Curly Brace,MASTER,222점,137승 112패 (55.02%)
곳 개,MASTER,222점,213승 191패 (52.72%)
Taego,MASTER,222점,138승 95패 (59.23%)
꼭대기,MASTER,222점,50승 33패 (60.24%)
Most MissforTune,MASTER,222점,332승 314패 (51.39%)
다리우스하세요,MASTER,222점,199승 130패 (60.49%)
T1 ws,MASTER,222점,171승 131패 (56.62%)
키티우,MASTER,222점,72승 48패 (60.00%)
rudco,MASTER,222점,118승 101패 (53.88%)
Tesadar,MASTER,222점,111승 91패 (54.95%)
오만한 플레이어,MASTER,222점,129승 98패 (56.83%)
Connect Japan550,MASTER,222점,225승 210패 (51.72%)
매 옥,MASTER,222점,195승 180패 (52.00%)
밀짚모자 뽀이,MASTER,222점,325승 303패 (51.75%)
가자한국,MASTER,222점,73승 57패 (56.15%)
쏘 테,MASTER,222점,379승 360패 (51.29%)
맹 구,MASTER,222점,91승 75패 (54.82%)
하 누,MASTER,222점,197승 181패 (52.12%)
오만죄,MASTER,221점,121승 106패 (53.30%)
신라면제패토,MASTER,221점,185승 136패 (57.63%)
그리워해요,MASTER,221점,384승 350패 (52.32%)
DelightseGa,MASTER,221점,548승 513패 (51.65%)
容 昱,MASTER,221점,29승 8패 (78.38%)
차근차근열심히,MASTER,221점,182승 161패 (53.06%)
레이나체임버만함,MASTER,221점,118승 103패 (53.39%)
종 훈,MASTER,221점,124승 109패 (53.22%)
현주는 혜지,MASTER,221점,36승 10패 (78.26%)
Code Hun,MASTER,221점,202승 188패 (51.79%)
I hate carrot,MASTER,221점,151승 119패 (55.93%)
클라시소,MASTER,221점,94승 88패 (51.65%)
랑 신,MASTER,221점,175승 156패 (52.87%)
핵딱콩,MASTER,221점,109승 89패 (55.05%)
규현경환규빈호빠,MASTER,221점,89승 70패 (55.97%)
도발소환,MASTER,220점,101승 90패 (52.88%)
SUPREME I,MASTER,220점,59승 24패 (71.08%)
난 강경연,MASTER,220점,155승 119패 (56.57%)
qwoewpeopasd,MASTER,220점,573승 536패 (51.67%)
네츄럴왕따,MASTER,220점,111승 101패 (52.36%)
Crazed,MASTER,220점,92승 81패 (53.18%)
둘째이서,MASTER,220점,254승 216패 (54.04%)
아이고 나죽네용,MASTER,220점,250승 234패 (51.65%)
시체얌얌,MASTER,220점,57승 40패 (58.76%)
산 왕,MASTER,220점,117승 103패 (53.18%)
죽기장인,MASTER,220점,210승 161패 (56.60%)
딸기 소프트 소스,MASTER,219점,137승 109패 (55.69%)
VN2K4,MASTER,219점,396승 341패 (53.73%)
viop10,MASTER,219점,138승 112패 (55.20%)
오븐속쿠키굽기,MASTER,219점,117승 111패 (51.32%)
탑감수성풍만한놈,MASTER,219점,93승 72패 (56.36%)
하늘날기,MASTER,219점,124승 96패 (56.36%)
prajna,MASTER,219점,334승 285패 (53.96%)
MaJJi,MASTER,219점,266승 234패 (53.20%)
올라운더맨,MASTER,219점,100승 57패 (63.69%)
중사 박채영,MASTER,219점,69승 46패 (60.00%)
RENGARKING,MASTER,219점,136승 114패 (54.40%)
병 굴,MASTER,219점,214승 198패 (51.94%)
천 마,MASTER,219점,94승 76패 (55.29%)
muito bonito,MASTER,219점,163승 154패 (51.42%)
해적욍이될사나이,MASTER,219점,355승 336패 (51.37%)
2기범,MASTER,219점,87승 66패 (56.86%)
야스장인오,MASTER,218점,80승 63패 (55.94%)
나 치해떠 오늘,MASTER,218점,84승 66패 (56.00%)
내가서폿인데왜짐,MASTER,218점,198승 185패 (51.70%)
바 보,MASTER,218점,461승 460패 (50.05%)
Twitch 새벽,MASTER,218점,158승 139패 (53.20%)
sahyang07,MASTER,218점,103승 87패 (54.21%)
수댕삼,MASTER,218점,252승 227패 (52.61%)
Kaostanza,MASTER,218점,301승 262패 (53.46%)
내식사를방해할생각인가,MASTER,218점,95승 77패 (55.23%)
감정 조련사,MASTER,218점,111승 98패 (53.11%)
후x후,MASTER,218점,147승 134패 (52.31%)
선량한 다딱이 ,MASTER,218점,72승 51패 (58.54%)
무장섹패기,MASTER,218점,246승 222패 (52.56%)
PS SID,MASTER,218점,826승 810패 (50.49%)
reretire,MASTER,218점,105승 87패 (54.69%)
탑칼챔KDA1 오픈,MASTER,218점,148승 134패 (52.48%)
찬혁크,MASTER,218점,189승 130패 (59.25%)
짱구는배말려,MASTER,218점,118승 107패 (52.44%)
라인전 최강 니코,MASTER,217점,277승 258패 (51.78%)
냥뇽녕냥뇽이,MASTER,217점,121승 109패 (52.61%)
순수하던,MASTER,217점,235승 229패 (50.65%)
고대연,MASTER,217점,270승 258패 (51.14%)
Clumsy Luv,MASTER,217점,99승 73패 (57.56%)
Wanna Say,MASTER,217점,182승 142패 (56.17%)
씹 개 인 주 의,MASTER,217점,425승 411패 (50.84%)
민형귀환,MASTER,217점,431승 408패 (51.37%)
dIv1eEeee,MASTER,217점,130승 112패 (53.72%)
망 농,MASTER,217점,94승 59패 (61.44%)
쫀 냥,MASTER,217점,198승 190패 (51.03%)
정 글,MASTER,217점,80승 62패 (56.34%)
썸원하기싫다,MASTER,217점,196승 157패 (55.52%)
불법유턴범이성계,MASTER,217점,511승 496패 (50.74%)
k mid,MASTER,217점,148승 129패 (53.43%)
wudi shangdan,MASTER,217점,155승 137패 (53.08%)
바러지,MASTER,217점,70승 49패 (58.82%)
이오가왜있죠,MASTER,217점,251승 235패 (51.65%)
종학e,MASTER,217점,155승 143패 (52.01%)
Honey,MASTER,217점,245승 224패 (52.24%)
자 티,MASTER,217점,129승 102패 (55.84%)
KAIST 2022,MASTER,217점,165승 147패 (52.88%)
김또깡,MASTER,216점,312승 307패 (50.40%)
강한남자야,MASTER,216점,237승 218패 (52.09%)
정종우,MASTER,216점,139승 95패 (59.40%)
민 재,MASTER,216점,94승 53패 (63.95%)
buyvalue,MASTER,216점,168승 174패 (49.12%)
서폿으로그마가는법,MASTER,216점,121승 103패 (54.02%)
익숙함에속자,MASTER,216점,153승 136패 (52.94%)
주 섬 ,MASTER,216점,50승 39패 (56.18%)
그래 겁이 나겠지,MASTER,216점,138승 120패 (53.49%)
태 연,MASTER,216점,147승 126패 (53.85%)
겸 겸,MASTER,216점,223승 184패 (54.79%)
Zed,MASTER,216점,248승 240패 (50.82%)
07년생정성훈,MASTER,216점,132승 112패 (54.10%)
술통 살인사건,MASTER,216점,108승 92패 (54.00%)
백 정,MASTER,216점,429승 420패 (50.53%)
nsmarin,MASTER,216점,171승 151패 (53.11%)
레 캐,MASTER,216점,92승 77패 (54.44%)
다 삯,MASTER,216점,163승 157패 (50.94%)
i want Crystal,MASTER,215점,455승 400패 (53.22%)
qweqwrqwr,MASTER,215점,78승 54패 (59.09%)
Npc1,MASTER,215점,198승 166패 (54.40%)
wldnjs02,MASTER,215점,351승 310패 (53.10%)
미드 차이 04,MASTER,215점,209승 196패 (51.60%)
바텀개,MASTER,215점,478승 463패 (50.80%)
처음이라 못해요,MASTER,215점,232승 219패 (51.44%)
DESPOJO HUMANO,MASTER,215점,249승 201패 (55.33%)
20231005,MASTER,215점,257승 242패 (51.50%)
코뚱잉 OH인,MASTER,215점,212승 203패 (51.08%)
산 책,MASTER,215점,188승 170패 (52.51%)
도끼몬,MASTER,215점,468승 448패 (51.09%)
서폿전령오라고,MASTER,215점,100승 81패 (55.25%)
내핑만들어제발,MASTER,215점,155승 137패 (53.08%)
Hello 환각,MASTER,215점,118승 82패 (59.00%)
하루종일 잘래요,MASTER,215점,90승 70패 (56.25%)
sinda2,MASTER,215점,70승 40패 (63.64%)
일산역천괴,MASTER,215점,78승 63패 (55.32%)
끝 집,MASTER,215점,224승 188패 (54.37%)
012199 ,MASTER,215점,93승 72패 (56.36%)
강민지,MASTER,215점,148승 136패 (52.11%)
bluee,MASTER,215점,201승 182패 (52.48%)
럭키세븐,MASTER,214점,368승 342패 (51.83%)
eggking,MASTER,214점,231승 219패 (51.33%)
행복이 뭐예요,MASTER,214점,76승 70패 (52.05%)
복숭아자두망고,MASTER,214점,158승 122패 (56.43%)
yu xing cao,MASTER,214점,93승 80패 (53.76%)
허허맨,MASTER,214점,235승 229패 (50.65%)
곰숭욱,MASTER,214점,127승 81패 (61.06%)
cheng hui zi,MASTER,214점,68승 34패 (66.67%)
Beautiful Life,MASTER,214점,293승 284패 (50.78%)
yzp,MASTER,214점,128승 108패 (54.24%)
AF 전재욱,MASTER,214점,80승 46패 (63.49%)
그따구로할거면쳐접어주라자기야,MASTER,214점,246승 237패 (50.93%)
꿀 펭,MASTER,214점,126승 112패 (52.94%)
처형자,MASTER,214점,178승 168패 (51.45%)
백 목 련,MASTER,214점,165승 146패 (53.05%)
she456,MASTER,214점,126승 97패 (56.50%)
zl존기원,MASTER,214점,143승 127패 (52.96%)
게이온,MASTER,214점,251승 235패 (51.65%)
씹 딸 준,MASTER,214점,60승 33패 (64.52%)
옥지얌,MASTER,214점,398승 386패 (50.77%)
지방뚱땡이,MASTER,214점,55승 43패 (56.12%)
재 준,MASTER,214점,52승 37패 (58.43%)
화이팅an,MASTER,213점,95승 85패 (52.78%)
Coit,MASTER,213점,80승 67패 (54.42%)
wohaokaa,MASTER,213점,208승 177패 (54.03%)
Faker,MASTER,213점,223승 209패 (51.62%)
너구리독,MASTER,213점,278승 260패 (51.67%)
shengbufengshi,MASTER,213점,174승 134패 (56.49%)
Zinco,MASTER,213점,39승 9패 (81.25%)
2yearaim,MASTER,213점,151승 114패 (56.98%)
JustLikeThatKR,MASTER,213점,134승 120패 (52.76%)
건물주누나동아리,MASTER,213점,58승 35패 (62.37%)
아이 러브 네,MASTER,213점,158승 118패 (57.25%)
12시49분,MASTER,213점,104승 97패 (51.74%)
무지성으로싸움,MASTER,213점,178승 137패 (56.51%)
미드게임제발,MASTER,213점,136승 113패 (54.62%)
포빵이,MASTER,213점,171승 158패 (51.98%)
나와너의텔레파시,MASTER,213점,154승 141패 (52.20%)
냐미공듀,MASTER,213점,83승 65패 (56.08%)
Oner,MASTER,213점,165승 151패 (52.22%)
ART LEE,MASTER,212점,438승 398패 (52.39%)
PiaoIing,MASTER,212점,373승 332패 (52.91%)
왕자님,MASTER,212점,267승 245패 (52.15%)
계란찜,MASTER,212점,141승 113패 (55.51%)
벨베스의 킬은 두배야,MASTER,212점,596승 577패 (50.81%)
주안제일검,MASTER,212점,196승 171패 (53.41%)
이사 타임,MASTER,212점,129승 83패 (60.85%)
바람을타고6,MASTER,212점,93승 63패 (59.62%)
So Hot,MASTER,212점,271승 251패 (51.92%)
미쳐날뛰는주엽,MASTER,212점,83승 35패 (70.34%)
sup game,MASTER,212점,103승 66패 (60.95%)
나버섯zz,MASTER,211점,219승 192패 (53.28%)
채팅치면던질게걍,MASTER,211점,424승 379패 (52.80%)
1111l111ll1,MASTER,211점,190승 189패 (50.13%)
아오 플쌤,MASTER,211점,165승 163패 (50.30%)
Be Yasashi,MASTER,211점,204승 160패 (56.04%)
인생담배,MASTER,211점,228승 210패 (52.05%)
동굴에서생존하기,MASTER,211점,150승 137패 (52.26%)
핫도그,MASTER,211점,631승 602패 (51.18%)
아카데미 고인물로 캐리 할게요,MASTER,211점,62승 44패 (58.49%)
위기따위 기회로,MASTER,211점,182승 157패 (53.69%)
I need status,MASTER,211점,350승 309패 (53.11%)
Easy clap,MASTER,211점,432승 417패 (50.88%)
싱드택배,MASTER,211점,188승 158패 (54.34%)
수미림,MASTER,211점,271승 252패 (51.82%)
이지승,MASTER,211점,229승 207패 (52.52%)
여리는귀요미,MASTER,211점,192승 183패 (51.20%)
금 지,MASTER,211점,74승 58패 (56.06%)
시로 렌,MASTER,211점,75승 53패 (58.59%)
서공예채서연fan1,MASTER,211점,128승 89패 (58.99%)
KOR SWAG,MASTER,211점,99승 65패 (60.37%)
4778036del,MASTER,211점,95승 78패 (54.91%)
Pure,MASTER,210점,54승 31패 (63.53%)
존중배려나눔사랑,MASTER,210점,122승 105패 (53.74%)
현예슬,MASTER,210점,130승 110패 (54.17%)
The Shy,MASTER,210점,173승 159패 (52.11%)
나무늘보 누누,MASTER,210점,94승 61패 (60.65%)
초보원딜러,MASTER,210점,312승 301패 (50.90%)
고세구,MASTER,210점,173승 160패 (51.95%)
현 솔,MASTER,210점,65승 33패 (66.33%)
whatchao,MASTER,210점,240승 234패 (50.63%)
만수 민수,MASTER,210점,109승 90패 (54.77%)
qweasdasdasd,MASTER,210점,237승 180패 (56.83%)
jakchk2,MASTER,210점,226승 184패 (55.12%)
JUGKlNG,MASTER,210점,117승 76패 (60.62%)
구조식,MASTER,210점,155승 148패 (51.16%)
귀살대 스즈메,MASTER,210점,158승 139패 (53.20%)
원정1,MASTER,210점,93승 69패 (57.41%)
진tothe기,MASTER,210점,126승 81패 (60.87%)
CM몽키,MASTER,210점,200승 177패 (53.05%)
손가락마비왔나봐,MASTER,210점,219승 177패 (55.30%)
공부할예정인사람,MASTER,210점,195승 154패 (55.87%)
Let it Die,MASTER,210점,165승 151패 (52.22%)
사름삶은나름바름,MASTER,210점,141승 124패 (53.21%)
습관성누누증후군,MASTER,210점,80승 66패 (54.79%)
한민고,MASTER,209점,122승 111패 (52.36%)
한리왕,MASTER,209점,109승 96패 (53.17%)
RDMbounder,MASTER,209점,72승 72패 (50.00%)
영원히 빵선,MASTER,209점,262승 237패 (52.51%)
광양시민,MASTER,209점,177승 149패 (54.29%)
고양이 늑대,MASTER,209점,62승 39패 (61.39%)
밤의 커튼,MASTER,209점,161승 132패 (54.95%)
블츠SUP쓰레쉬,MASTER,209점,127승 113패 (52.92%)
Keria,MASTER,209점,285승 255패 (52.78%)
Tran Quy Tai,MASTER,209점,156승 137패 (53.24%)
개화하는매화,MASTER,209점,66승 45패 (59.46%)
Soul Hunter,MASTER,209점,141승 120패 (54.02%)
smeaue,MASTER,209점,75승 59패 (55.97%)
생각할걸2,MASTER,209점,129승 98패 (56.83%)
오주영,MASTER,209점,104승 81패 (56.22%)
바 니,MASTER,209점,186승 153패 (54.87%)
Love u so,MASTER,209점,548승 548패 (50.00%)
소환사의 지방,MASTER,209점,345승 338패 (50.51%)
novelnandos,MASTER,209점,354승 344패 (50.72%)
노해람,MASTER,209점,199승 186패 (51.69%)
S 벨코즈,MASTER,209점,192승 173패 (52.60%)
정글없이살아남기,MASTER,209점,324승 280패 (53.64%)
EreliaYone,MASTER,209점,46승 32패 (58.97%)
shacomplete,MASTER,209점,78승 65패 (54.55%)
개미부하직원,MASTER,209점,225승 217패 (50.90%)
형 규,MASTER,209점,109승 100패 (52.15%)
실론티,MASTER,208점,458승 442패 (50.89%)
Guri,MASTER,208점,293승 287패 (50.52%)
주보리,MASTER,208점,452승 438패 (50.79%)
asfsdg,MASTER,208점,580승 567패 (50.57%)
사활을 걸다,MASTER,208점,283승 276패 (50.63%)
yejingling,MASTER,208점,189승 145패 (56.59%)
Hide on bush,MASTER,208점,76승 57패 (57.14%)
달보다차가운,MASTER,208점,102승 77패 (56.98%)
통수의미학,MASTER,208점,231승 190패 (54.87%)
세그달,MASTER,208점,344승 331패 (50.96%)
네 몸 쩔더라,MASTER,208점,149승 132패 (53.02%)
정현심,MASTER,208점,195승 171패 (53.28%)
겜시작올뮤트함,MASTER,208점,647승 628패 (50.75%)
Feign,MASTER,208점,96승 87패 (52.46%)
티모 그 자체,MASTER,208점,280승 247패 (53.13%)
솔킬따다,MASTER,208점,243승 227패 (51.70%)
김숙희,MASTER,208점,367승 347패 (51.40%)
Road,MASTER,208점,128승 117패 (52.24%)
한국총대장,MASTER,208점,240승 189패 (55.94%)
정선준,MASTER,208점,290승 279패 (50.97%)
Flowable,MASTER,208점,146승 108패 (57.48%)
리 버,MASTER,208점,73승 55패 (57.03%)
옥지와빵빵이,MASTER,208점,108승 91패 (54.27%)
해피만,MASTER,208점,44승 26패 (62.86%)
pansy2019,MASTER,208점,59승 43패 (57.84%)
황매돌,MASTER,207점,92승 80패 (53.49%)
결혼식,MASTER,207점,173승 151패 (53.40%)
로 입,MASTER,207점,128승 88패 (59.26%)
KeSPA,MASTER,207점,93승 82패 (53.14%)
TEXAS PRO 박재훈,MASTER,207점,155승 122패 (55.96%)
뇌지컬즐겜계정,MASTER,207점,208승 154패 (57.46%)
1vsAllOfThem,MASTER,207점,135승 120패 (52.94%)
ornn one,MASTER,207점,155승 124패 (55.56%)
lndexy,MASTER,207점,340승 316패 (51.83%)
라인땡겨,MASTER,207점,135승 121패 (52.73%)
루 팡,MASTER,207점,354승 334패 (51.45%)
Ex Chen,MASTER,207점,157승 129패 (54.90%)
ApdoIIl,MASTER,206점,188승 143패 (56.80%)
아몰랑,MASTER,206점,266승 264패 (50.19%)
미친과학자채동욱,MASTER,206점,231승 207패 (52.74%)
D kaa,MASTER,206점,242승 234패 (50.84%)
네갱에난깨갱,MASTER,206점,182승 170패 (51.70%)
고권욱,MASTER,206점,105승 77패 (57.69%)
무lee하지마,MASTER,206점,66승 60패 (52.38%)
이 세계는 잔혹해,MASTER,206점,438승 430패 (50.46%)
BUNNlES,MASTER,206점,174승 153패 (53.21%)
겐 지 닉,MASTER,206점,155승 148패 (51.16%)
mimu,MASTER,206점,37승 18패 (67.27%)
Captain 01,MASTER,206점,185승 142패 (56.57%)
김준희,MASTER,206점,80승 61패 (56.74%)
평온한 점심,MASTER,206점,357승 332패 (51.81%)
샤코 어똔데,MASTER,206점,76승 70패 (52.05%)
Alphaman,MASTER,206점,136승 122패 (52.71%)
NothingisForever,MASTER,206점,342승 303패 (53.02%)
상큼발랄청순섹시,MASTER,206점,106승 94패 (53.00%)
케어케어,MASTER,206점,103승 87패 (54.21%)
Megalia,MASTER,206점,79승 64패 (55.24%)
서폿맘에안들면이상한거함,MASTER,206점,90승 55패 (62.07%)
우람늘,MASTER,206점,134승 122패 (52.34%)
짐승소굴,MASTER,206점,167승 142패 (54.05%)
다딱이 서폿,MASTER,206점,114승 95패 (54.55%)
동 옹,MASTER,206점,62승 46패 (57.41%)
문서곳,MASTER,206점,173승 160패 (51.95%)
두루고,MASTER,205점,82승 47패 (63.57%)
지민짱짱143,MASTER,205점,67승 38패 (63.81%)
하 주,MASTER,205점,91승 76패 (54.49%)
싸우지말고싸대기,MASTER,205점,397승 372패 (51.63%)
중국피오라장인,MASTER,205점,72승 35패 (67.29%)
도입부터결말까지,MASTER,205점,326승 310패 (51.26%)
차콩이,MASTER,205점,222승 188패 (54.15%)
Room,MASTER,205점,296승 278패 (51.57%)
사리면서파밍만함,MASTER,205점,100승 79패 (55.87%)
6 wRyuK,MASTER,205점,286승 264패 (52.00%)
초보입니다,MASTER,205점,155승 127패 (54.96%)
지존 늑대,MASTER,205점,204승 188패 (52.04%)
나뻐힝,MASTER,205점,219승 201패 (52.14%)
xiangshen1,MASTER,205점,63승 47패 (57.27%)
종달새,MASTER,205점,443승 427패 (50.92%)
오피투 유튜브,MASTER,205점,58승 38패 (60.42%)
전수연일좀그만해,MASTER,205점,100승 76패 (56.82%)
beerwine,MASTER,205점,146승 130패 (52.90%)
드 우,MASTER,205점,95승 84패 (53.07%)
동의합니다동의합,MASTER,205점,87승 79패 (52.41%)
아덥다정말,MASTER,205점,187승 159패 (54.05%)
갈비찜덮밥,MASTER,205점,280승 234패 (54.47%)
냥화신은고양이,MASTER,205점,71승 53패 (57.26%)
분노유발장치,MASTER,205점,440승 431패 (50.52%)
어른이 된다는 게,MASTER,205점,113승 106패 (51.60%)
삐 양,MASTER,205점,90승 65패 (58.06%)
잉 타,MASTER,205점,85승 64패 (57.05%)
탐대장,MASTER,205점,126승 113패 (52.72%)
Bmav,MASTER,205점,138승 127패 (52.08%)
DK Nuguri,MASTER,205점,141승 109패 (56.40%)
똥챔원챔후회중,MASTER,205점,143승 105패 (57.66%)
나만지켜,MASTER,205점,125승 99패 (55.80%)
Migung,MASTER,204점,102승 91패 (52.85%)
SDL Viper,MASTER,204점,151승 110패 (57.85%)
박지현,MASTER,204점,149승 136패 (52.28%)
제6955부대,MASTER,204점,48승 26패 (64.86%)
시간의 숲,MASTER,204점,169승 160패 (51.37%)
southdragon,MASTER,204점,131승 116패 (53.04%)
Harley Quinn,MASTER,204점,106승 82패 (56.38%)
Thebausffs,MASTER,204점,119승 103패 (53.60%)
luve,MASTER,204점,117승 83패 (58.50%)
시 우,MASTER,204점,286승 276패 (50.89%)
저글링막기,MASTER,204점,103승 78패 (56.91%)
후시구로 토우지,MASTER,204점,111승 89패 (55.50%)
원챔이면닷지해라,MASTER,204점,226승 245패 (47.98%)
처 키,MASTER,204점,184승 159패 (53.64%)
근거리딜이즈리얼,MASTER,204점,238승 197패 (54.71%)
내가내다비켜라,MASTER,204점,386승 369패 (51.13%)
오메식,MASTER,204점,152승 128패 (54.29%)
똥그랩,MASTER,204점,171승 160패 (51.66%)
하늘을 봐,MASTER,204점,224승 157패 (58.79%)
지 르,MASTER,204점,212승 196패 (51.96%)
jgadgoagg,MASTER,204점,116승 99패 (53.95%)
육꼭지김아콩,MASTER,204점,151승 142패 (51.54%)
IlIlIIIllIII,MASTER,204점,57승 37패 (60.64%)
령 희,MASTER,204점,148승 129패 (53.43%)
아직조금더,MASTER,203점,187승 183패 (50.54%)
우직빠직,MASTER,203점,152승 112패 (57.58%)
HIDE,MASTER,203점,69승 49패 (58.47%)
늘 완벽하고싶다,MASTER,203점,90승 84패 (51.72%)
쩨홍2,MASTER,203점,52승 35패 (59.77%)
저라뎃 빨리와,MASTER,203점,128승 93패 (57.92%)
Lv5 주황버섯,MASTER,203점,203승 187패 (52.05%)
백이l,MASTER,203점,286승 283패 (50.26%)
IllllllIIIlllllI,MASTER,203점,203승 170패 (54.42%)
얼어붙은 달이 내려앉은 곳,MASTER,203점,86승 57패 (60.14%)
hiosdrgi,MASTER,203점,67승 34패 (66.34%)
숲속 나르,MASTER,203점,227승 194패 (53.92%)
emboob,MASTER,203점,108승 96패 (52.94%)
Yoggurt,MASTER,203점,208승 196패 (51.49%)
zl존고수짱짱12,MASTER,203점,377승 357패 (51.36%)
사 탄,MASTER,203점,163승 128패 (56.01%)
귀요귀요미,MASTER,203점,301승 234패 (56.26%)
눈가루,MASTER,203점,75승 55패 (57.69%)
참아야 올리지,MASTER,203점,185승 174패 (51.53%)
준딱다구리,MASTER,203점,436승 420패 (50.93%)
조이의 정점,MASTER,203점,248승 194패 (56.11%)
GALAKK,MASTER,203점,172승 168패 (50.59%)
yasuo1103,MASTER,203점,206승 189패 (52.15%)
씨 원 해,MASTER,203점,164승 87패 (65.34%)
Keria,MASTER,203점,91승 77패 (54.17%)
그냥 벽,MASTER,202점,101승 79패 (56.11%)
약펀치강펀치,MASTER,202점,102승 88패 (53.68%)
멍장학,MASTER,202점,99승 83패 (54.40%)
MOON HEE,MASTER,202점,239승 219패 (52.18%)
성우빠레,MASTER,202점,169승 160패 (51.37%)
Bae suzy,MASTER,202점,697승 684패 (50.47%)
Rookie fans,MASTER,202점,112승 75패 (59.89%)
Enosh Fan,MASTER,202점,322승 293패 (52.36%)
집중해서캐리,MASTER,202점,191승 165패 (53.65%)
눈물이나네요,MASTER,202점,139승 107패 (56.50%)
dldidldidh,MASTER,202점,237승 222패 (51.63%)
오뚜기3분미트볼,MASTER,202점,194승 168패 (53.59%)
juzikkkk,MASTER,202점,230승 212패 (52.04%)
빵빵이여친찌니,MASTER,202점,191승 165패 (53.65%)
DUNK AND DUNK,MASTER,202점,98승 77패 (56.00%)
물개가울면우엉엉,MASTER,202점,60승 46패 (56.60%)
K T,MASTER,202점,193승 186패 (50.92%)
멘탈이약한사람임,MASTER,202점,114승 98패 (53.77%)
까사도르,MASTER,202점,120승 99패 (54.79%)
스파이X패밀리,MASTER,202점,90승 63패 (58.82%)
막타는 야무지게,MASTER,202점,157승 145패 (51.99%)
빅 뱅,MASTER,202점,184승 177패 (50.97%)
용 운,MASTER,202점,83승 52패 (61.48%)
크산테제발삭제해,MASTER,202점,196승 177패 (52.55%)
Thresh grab,MASTER,202점,81승 65패 (55.48%)
smZ,MASTER,202점,87승 73패 (54.37%)
혁 박,MASTER,202점,240승 222패 (51.95%)
송박사님을아세용,MASTER,202점,152승 135패 (52.96%)
흑야별,MASTER,202점,282승 262패 (51.84%)
응우웬 뿌락탁,MASTER,202점,234승 198패 (54.17%)
아이오니아,MASTER,201점,370승 325패 (53.24%)
다루팽이,MASTER,201점,101승 94패 (51.79%)
AD AS CARRY,MASTER,201점,227승 211패 (51.83%)
명의 아크샨선생,MASTER,201점,171승 159패 (51.82%)
j1a xiang di,MASTER,201점,238승 199패 (54.46%)
 mxx7,MASTER,201점,174승 144패 (54.72%)
haocaca,MASTER,201점,194승 153패 (55.91%)
