name,tear,rate,score
나의 전부를 준,MASTER,391승 383패 (50.52%),230점
Oh0Tech,MASTER,286승 274패 (51.07%),230점
원딜 왕자 김동기,MASTER,76승 64패 (54.29%),230점
Thinking Top,MASTER,291승 257패 (53.10%),230점
갓 슈,MASTER,90승 50패 (64.29%),230점
하이님,MASTER,143승 126패 (53.16%),229점
카 다,MASTER,183승 172패 (51.55%),229점
짐의등장,MASTER,128승 89패 (58.99%),229점
Yupyeon,MASTER,257승 245패 (51.20%),229점
맏 자,MASTER,112승 86패 (56.57%),229점
엔도르시 자하드,MASTER,232승 212패 (52.25%),229점
Chandelure,MASTER,255승 205패 (55.43%),229점
망고메론수박,MASTER,93승 80패 (53.76%),229점
매화를 피워내는 검,MASTER,182승 164패 (52.60%),228점
끝난게아니야,MASTER,464승 452패 (50.66%),228점
Room,MASTER,294승 274패 (51.76%),228점
개선하다,MASTER,144승 109패 (56.92%),228점
궁극의적수,MASTER,61승 49패 (55.45%),228점
센 건,MASTER,110승 87패 (55.84%),228점
저라뎃 빨리와,MASTER,128승 93패 (57.92%),228점
샤니빵,MASTER,135승 117패 (53.57%),228점
어른이 된다는 게,MASTER,113승 105패 (51.83%),228점
하늘을 봐,MASTER,224승 157패 (58.79%),228점
빨리 오시라구요,MASTER,216승 186패 (53.73%),228점
꽁 승 화,MASTER,78승 57패 (57.78%),228점
경주 청년,MASTER,183승 160패 (53.35%),227점
날조하지마,MASTER,159승 142패 (52.82%),227점
27allin,MASTER,92승 64패 (58.97%),227점
VN2K4,MASTER,384승 326패 (54.08%),227점
zcy,MASTER,251승 241패 (51.02%),227점
Lotus World,MASTER,157승 144패 (52.16%),227점
박브실,MASTER,159승 138패 (53.54%),227점
귀요귀요미,MASTER,301승 233패 (56.37%),227점
연결할수없음,MASTER,155승 140패 (52.54%),227점
오메식,MASTER,152승 128패 (54.29%),227점
김맨부,MASTER,67승 50패 (57.26%),227점
대한중국인,MASTER,139승 126패 (52.45%),227점
괴물쥐,MASTER,151승 135패 (52.80%),227점
온 리 서 폿 만,MASTER,94승 87패 (51.93%),227점
이쁜여친있음,MASTER,220승 202패 (52.13%),227점
샤코붕붕,MASTER,113승 92패 (55.12%),227점
남궁동환,MASTER,301승 269패 (52.81%),226점
Kid,MASTER,240승 207패 (53.69%),226점
MOON HEE,MASTER,235승 211패 (52.69%),226점
주 목,MASTER,136승 128패 (51.52%),226점
질린다이게임,MASTER,126승 97패 (56.50%),226점
태로태로,MASTER,99승 83패 (54.40%),226점
역천괴,MASTER,175승 162패 (51.93%),226점
MeRaki,MASTER,57승 45패 (55.88%),226점
Gryffinn,MASTER,76승 40패 (65.52%),226점
잡아줘,MASTER,129승 69패 (65.15%),226점
Sup label,MASTER,290승 279패 (50.97%),226점
차무식의 qqqq,MASTER,253승 233패 (52.06%),226점
봄 ツ,MASTER,124승 106패 (53.91%),226점
나이쨩,MASTER,481승 467패 (50.74%),226점
무시무시한왕벌레,MASTER,422승 412패 (50.60%),226점
파이크,MASTER,102승 82패 (55.43%),226점
날이 선 킬각,MASTER,100승 87패 (53.48%),225점
MID,MASTER,141승 120패 (54.02%),225점
CrazyDriver 구독,MASTER,99승 78패 (55.93%),225점
님을주님곁으로,MASTER,103승 58패 (63.98%),225점
지성팍06,MASTER,256승 227패 (53.00%),225점
조포터할게요,MASTER,365승 350패 (51.05%),225점
꺾이지않는강펀치,MASTER,113승 87패 (56.50%),225점
민투덜,MASTER,47승 32패 (59.49%),225점
엘리스,MASTER,281승 260패 (51.94%),225점
재 혁,MASTER,278승 259패 (51.77%),225점
사연좀들어줘요,MASTER,252승 239패 (51.32%),225점
Honey,MASTER,61승 49패 (55.45%),225점
나 기싱 꿍꺼또,MASTER,315승 286패 (52.41%),225점
프랩1,MASTER,163승 139패 (53.97%),225점
강력한조지,MASTER,255승 242패 (51.31%),225점
폐 미,MASTER,179승 176패 (50.42%),225점
역천괴,MASTER,81승 70패 (53.64%),224점
병든간장도둑성열,MASTER,165승 135패 (55.00%),224점
iilillliiilillil,MASTER,97승 88패 (52.43%),224점
맹 구,MASTER,57승 32패 (64.04%),224점
GS 엘리베이터,MASTER,185승 165패 (52.86%),224점
난데모이이요,MASTER,85승 72패 (54.14%),224점
언제나잘할거야,MASTER,335승 321패 (51.07%),224점
1999 05 20,MASTER,110승 92패 (54.46%),224점
에스지워너비,MASTER,250승 238패 (51.23%),224점
sk lol sj,MASTER,194승 165패 (54.04%),224점
택 령 ,MASTER,182승 126패 (59.09%),224점
난최고가될거야,MASTER,220승 204패 (51.89%),224점
ttss,MASTER,155승 123패 (55.76%),224점
힉힉꼬무리,MASTER,315승 295패 (51.64%),224점
T1 Gumayusi,MASTER,62승 48패 (56.36%),224점
Mat Donovan,MASTER,72승 61패 (54.14%),224점
I선물I,MASTER,280승 264패 (51.47%),223점
스피드 진,MASTER,136승 116패 (53.97%),223점
라인전 최강 니코,MASTER,275승 256패 (51.79%),223점
10M암살자,MASTER,155승 143패 (52.01%),223점
I H,MASTER,114승 73패 (60.96%),223점
socialphobia4,MASTER,74승 43패 (63.25%),223점
DK Salnt,MASTER,187승 165패 (53.12%),223점
목공강,MASTER,130승 112패 (53.72%),223점
렝가하기싫다,MASTER,128승 108패 (54.24%),223점
생각할걸2,MASTER,123승 92패 (57.21%),223점
유미장인을꿈꾼1,MASTER,128승 109패 (54.01%),223점
배짱 좋은 재단사,MASTER,190승 127패 (59.94%),223점
cks,MASTER,162승 142패 (53.29%),223점
민폐를끼치는놈,MASTER,152승 134패 (53.15%),223점
Curly Brace,MASTER,137승 112패 (55.02%),222점
곳 개,MASTER,213승 191패 (52.72%),222점
꼭대기,MASTER,50승 33패 (60.24%),222점
Most MissforTune,MASTER,332승 314패 (51.39%),222점
다리우스하세요,MASTER,199승 130패 (60.49%),222점
약수동덕배,MASTER,58승 30패 (65.91%),222점
Eateew,MASTER,82승 66패 (55.41%),222점
Pz zzang,MASTER,85승 67패 (55.92%),222점
T1 ws,MASTER,171승 131패 (56.62%),222점
누누교수,MASTER,315승 310패 (50.40%),222점
한우진,MASTER,134승 102패 (56.78%),222점
rudco,MASTER,118승 101패 (53.88%),222점
꾸리1,MASTER,199승 188패 (51.42%),222점
진에어 조현영,MASTER,182승 167패 (52.15%),222점
Tesadar,MASTER,111승 90패 (55.22%),222점
Connect Japan550,MASTER,225승 210패 (51.72%),222점
신들린 Ace,MASTER,301승 281패 (51.72%),222점
코뱅이1,MASTER,113승 95패 (54.33%),222점
오소리 개모,MASTER,68승 46패 (59.65%),222점
맹 구,MASTER,91승 75패 (54.82%),222점
로그인기록,MASTER,184승 183패 (50.14%),222점
신라면제패토,MASTER,185승 136패 (57.63%),221점
METEOR,MASTER,106승 93패 (53.27%),221점
cheng hui zi,MASTER,63승 28패 (69.23%),221점
장 망 태,MASTER,183승 164패 (52.74%),221점
박찬영,MASTER,110승 91패 (54.73%),221점
容 昱,MASTER,29승 8패 (78.38%),221점
차근차근열심히,MASTER,182승 161패 (53.06%),221점
레이나체임버만함,MASTER,118승 103패 (53.39%),221점
종 훈,MASTER,124승 109패 (53.22%),221점
I hate carrot,MASTER,151승 119패 (55.93%),221점
랑 신,MASTER,175승 156패 (52.87%),221점
운동안간패배자,MASTER,89승 70패 (55.97%),221점
둘째이서,MASTER,251승 215패 (53.86%),221점
쓰레쉬,MASTER,83승 67패 (55.33%),221점
탑갱가면대충함,MASTER,350승 342패 (50.58%),221점
짐승소굴,MASTER,165승 138패 (54.46%),221점
SnowFlower,MASTER,87승 68패 (56.13%),221점
SUPREME I,MASTER,59승 24패 (71.08%),220점
O N,MASTER,112승 81패 (58.03%),220점
qwoewpeopasd,MASTER,573승 536패 (51.67%),220점
네츄럴왕따,MASTER,110승 101패 (52.13%),220점
키아나,MASTER,156승 145패 (51.83%),220점
눈물의사니이,MASTER,420승 408패 (50.72%),220점
Crazed,MASTER,92승 81패 (53.18%),220점
풍경채,MASTER,312승 276패 (53.06%),220점
공부할예정인사람,MASTER,191승 150패 (56.01%),220점
bluee,MASTER,201승 181패 (52.62%),220점
냥뇽녕냥뇽이,MASTER,114승 102패 (52.78%),219점
sword of ho,MASTER,93승 78패 (54.39%),219점
매우 무능한 사람,MASTER,139승 122패 (53.26%),219점
딸기 소프트 소스,MASTER,137승 109패 (55.69%),219점
돌 여섯 개 ,MASTER,104승 84패 (55.32%),219점
오븐속쿠키굽기,MASTER,117승 111패 (51.32%),219점
날뜩한 칼 손잡이,MASTER,577승 554패 (51.02%),219점
탑감수성풍만한놈,MASTER,92승 71패 (56.44%),219점
aaqaqaq,MASTER,124승 96패 (56.36%),219점
올라운더맨,MASTER,100승 57패 (63.69%),219점
RENGARKING,MASTER,136승 114패 (54.40%),219점
똥 꼬,MASTER,234승 219패 (51.66%),219점
금쪽이 전지용,MASTER,121승 105패 (53.54%),219점
의문의 바이장인,MASTER,164승 145패 (53.07%),219점
2기범,MASTER,87승 66패 (56.86%),219점
Peach3930,MASTER,222승 206패 (51.87%),219점
야스장인오,MASTER,80승 63패 (55.94%),218점
나 치해떠 오늘,MASTER,83승 66패 (55.70%),218점
yuebu,MASTER,133승 95패 (58.33%),218점
럭키세븐,MASTER,356승 330패 (51.90%),218점
AD AS CARRY,MASTER,217승 202패 (51.79%),218점
새벽여름,MASTER,272승 255패 (51.61%),218점
애 용,MASTER,231승 211패 (52.26%),218점
Azads,MASTER,99승 72패 (57.89%),218점
sahyang07,MASTER,103승 87패 (54.21%),218점
수미림,MASTER,267승 251패 (51.54%),218점
감정 조련사,MASTER,111승 98패 (53.11%),218점
후x후,MASTER,146승 134패 (52.14%),218점
선량한 다딱이 ,MASTER,72승 51패 (58.54%),218점
핵딱콩,MASTER,106승 86패 (55.21%),218점
무장섹패기,MASTER,246승 222패 (52.56%),218점
역천괴,MASTER,156승 139패 (52.88%),218점
백 정,MASTER,428승 418패 (50.59%),218점
reretire,MASTER,105승 87패 (54.69%),218점
탑칼챔KDA1 오픈,MASTER,148승 134패 (52.48%),218점
Gen G Mid Chovy,MASTER,104승 86패 (54.74%),218점
daramgeebawi,MASTER,90승 61패 (59.60%),217점
마오카스,MASTER,147승 136패 (51.94%),217점
2년후의 너에게,MASTER,206승 180패 (53.37%),217점
순수하던,MASTER,235승 229패 (50.65%),217점
말안듣는나쁜애,MASTER,164승 145패 (53.07%),217점
DESPOJO HUMANO,MASTER,237승 188패 (55.76%),217점
む ら さ き,MASTER,206승 201패 (50.61%),217점
겜이 장난이냐,MASTER,82승 59패 (58.16%),217점
씹 개 인 주 의,MASTER,425승 411패 (50.84%),217점
신디드,MASTER,231승 219패 (51.33%),217점
피사신,MASTER,80승 69패 (53.69%),217점
주환 휴목,MASTER,297승 280패 (51.47%),217점
dIv1eEeee,MASTER,130승 112패 (53.72%),217점
괴물쥐우,MASTER,158승 108패 (59.40%),217점
썸원하기싫다,MASTER,196승 157패 (55.52%),217점
하나둘둘셋셋셋,MASTER,77승 63패 (55.00%),217점
바러지,MASTER,70승 49패 (58.82%),217점
시 계,MASTER,158승 145패 (52.15%),217점
jg gap good game,MASTER,163승 150패 (52.08%),217점
자 티,MASTER,129승 102패 (55.84%),217점
Pnpm,MASTER,96승 64패 (60.00%),216점
김또깡,MASTER,312승 307패 (50.40%),216점
강한남자야,MASTER,237승 218패 (52.09%),216점
정종우,MASTER,138승 95패 (59.23%),216점
buyvalue,MASTER,168승 174패 (49.12%),216점
고추바사삭맛있어,MASTER,133승 108패 (55.19%),216점
주 섬 ,MASTER,50승 39패 (56.18%),216점
happy suwon,MASTER,156승 149패 (51.15%),216점
그래 겁이 나겠지,MASTER,138승 120패 (53.49%),216점
ZOO PARK,MASTER,215승 205패 (51.19%),216점
맹 다,MASTER,306승 288패 (51.52%),216점
행정보급관박재형,MASTER,109승 91패 (54.50%),216점
태 연,MASTER,147승 126패 (53.85%),216점
Zed,MASTER,248승 240패 (50.82%),216점
Hide on bush,MASTER,124승 109패 (53.22%),216점
best pyke play,MASTER,190승 150패 (55.88%),216점
술통 살인사건,MASTER,108승 92패 (54.00%),216점
cmkdweor,MASTER,277승 238패 (53.79%),216점
nsmarin,MASTER,171승 151패 (53.11%),216점
레 캐,MASTER,92승 77패 (54.44%),216점
다 삯,MASTER,163승 157패 (50.94%),216점
Npc1,MASTER,198승 166패 (54.40%),215점
chaojibaobeijojo,MASTER,321승 301패 (51.61%),215점
YEEDENEY,MASTER,310승 270패 (53.45%),215점
복숭아자두망고,MASTER,157승 120패 (56.68%),215점
미드 차이 04,MASTER,209승 196패 (51.60%),215점
fromis nine fan,MASTER,195승 161패 (54.78%),215점
동굴에서생존하기,MASTER,148승 135패 (52.30%),215점
사 랑,MASTER,196승 146패 (57.31%),215점
boo99,MASTER,350승 304패 (53.52%),215점
히히 도규 헤헤,MASTER,188승 180패 (51.09%),215점
산 책,MASTER,188승 170패 (52.51%),215점
도끼몬,MASTER,468승 448패 (51.09%),215점
Mr올림피아최시호,MASTER,156승 105패 (59.77%),215점
내핑만들어제발,MASTER,155승 137패 (53.08%),215점
니니니골드,MASTER,217승 201패 (51.91%),215점
012199 ,MASTER,93승 71패 (56.71%),215점
수학과문명,MASTER,187승 176패 (51.52%),215점
강민지,MASTER,148승 136패 (52.11%),215점
흑야별,MASTER,274승 257패 (51.60%),215점
loba,MASTER,132승 115패 (53.44%),215점
Ukka GmanHae,MASTER,202승 186패 (52.06%),215점
SKT,MASTER,387승 384패 (50.19%),214점
eggking,MASTER,231승 219패 (51.33%),214점
꿀꿀이에요,MASTER,192승 175패 (52.32%),214점
도발소환,MASTER,99승 89패 (52.66%),214점
깅아챌,MASTER,609승 549패 (52.59%),214점
Beautiful Life,MASTER,293승 284패 (50.78%),214점
귀멸의 칼날 렌고쿠 쿄주로,MASTER,132승 119패 (52.59%),214점
절 대 집 사 해,MASTER,281승 266패 (51.37%),214점
AF 전재욱,MASTER,80승 46패 (63.49%),214점
thx ad,MASTER,218승 207패 (51.29%),214점
꿀 펭,MASTER,126승 112패 (52.94%),214점
지분화,MASTER,177승 167패 (51.45%),214점
처형자,MASTER,178승 168패 (51.45%),214점
백 목 련,MASTER,165승 146패 (53.05%),214점
LaFuse,MASTER,60승 39패 (60.61%),214점
she456,MASTER,126승 97패 (56.50%),214점
종 석,MASTER,521승 496패 (51.23%),214점
날랐다참새우,MASTER,391승 365패 (51.72%),214점
zl존기원,MASTER,143승 127패 (52.96%),214점
게이온,MASTER,251승 235패 (51.65%),214점
옥지얌,MASTER,398승 386패 (50.77%),214점
플러팅커벨,MASTER,108승 97패 (52.68%),214점
정바미,MASTER,139승 126패 (52.45%),214점
재 준,MASTER,52승 37패 (58.43%),214점
현예슬,MASTER,128승 109패 (54.01%),213점
화이팅an,MASTER,95승 85패 (52.78%),213점
Coit,MASTER,80승 67패 (54.42%),213점
wohaokaa,MASTER,201승 170패 (54.18%),213점
너구리독,MASTER,278승 260패 (51.67%),213점
버즈한짝어디갔지,MASTER,233승 182패 (56.14%),213점
아나극,MASTER,239승 219패 (52.18%),213점
테이저건지이익,MASTER,340승 327패 (50.97%),213점
저도 몰라요81624,MASTER,240승 222패 (51.95%),213점
JustLikeThatKR,MASTER,134승 120패 (52.76%),213점
Tlongg,MASTER,576승 567패 (50.39%),213점
아이 러브 네,MASTER,158승 118패 (57.25%),213점
여 우,MASTER,181승 154패 (54.03%),213점
12시49분,MASTER,104승 97패 (51.74%),213점
오늘 괜찮아,MASTER,229승 195패 (54.01%),213점
미드게임제발,MASTER,136승 113패 (54.62%),213점
여리는귀요미,MASTER,189승 182패 (50.94%),213점
신영이와 윌럼프,MASTER,365승 356패 (50.62%),213점
아랍스타,MASTER,252승 236패 (51.64%),213점
포빵이,MASTER,171승 158패 (51.98%),213점
YHBBB,MASTER,171승 157패 (52.13%),213점
fhdvls,MASTER,187승 176패 (51.52%),212점
미드 op 오리아나,MASTER,47승 33패 (58.75%),212점
현재메타머리박기,MASTER,142승 122패 (53.79%),212점
고양이ovo,MASTER,100승 95패 (51.28%),212점
신용원의일륜도,MASTER,148승 138패 (51.75%),212점
대무납,MASTER,417승 379패 (52.39%),212점
제러드 캐노니어,MASTER,104승 87패 (54.45%),212점
이사 타임,MASTER,129승 83패 (60.85%),212점
바람을타고6,MASTER,92승 63패 (59.35%),212점
PIKACHU,MASTER,179승 159패 (52.96%),212점
빛보다빠른합류,MASTER,171승 159패 (51.82%),212점
코끼리하마악어,MASTER,159승 143패 (52.65%),212점
용이 되지  못한 뱀,MASTER,279승 263패 (51.48%),212점
So Hot,MASTER,271승 251패 (51.92%),212점
곰사장,MASTER,287승 261패 (52.37%),212점
sup game,MASTER,103승 66패 (60.95%),212점
게 임 빡 고 수,MASTER,86승 69패 (55.48%),212점
문서곳,MASTER,173승 160패 (51.95%),212점
족돌2,MASTER,189승 152패 (55.43%),212점
즐 z,MASTER,215승 198패 (52.06%),211점
나버섯zz,MASTER,219승 192패 (53.28%),211점
VJ6Q,MASTER,124승 102패 (54.87%),211점
나피리제드탈론,MASTER,515승 491패 (51.19%),211점
Be Yasashi,MASTER,202승 156패 (56.42%),211점
타 잔,MASTER,390승 367패 (51.52%),211점
치찌치찌,MASTER,62승 54패 (53.45%),211점
아카데미 고인물로 캐리 할게요,MASTER,62승 44패 (58.49%),211점
성유창,MASTER,191승 172패 (52.62%),211점
위기따위 기회로,MASTER,182승 156패 (53.85%),211점
I need status,MASTER,350승 309패 (53.11%),211점
hmbbst,MASTER,212승 186패 (53.27%),211점
싱드택배,MASTER,188승 158패 (54.34%),211점
단수아,MASTER,253승 224패 (53.04%),211점
두  광,MASTER,130승 121패 (51.79%),211점
일어나보니,MASTER,48승 33패 (59.26%),211점
금쪽이 대장,MASTER,105승 87패 (54.69%),211점
이지승,MASTER,229승 207패 (52.52%),211점
영종누누,MASTER,223승 167패 (57.18%),211점
나랑 협곡하자,MASTER,80승 48패 (62.50%),211점
인생을조진사람,MASTER,55승 31패 (63.95%),211점
Pure,MASTER,54승 31패 (63.53%),210점
따봉장인 최홍코,MASTER,99승 83패 (54.40%),210점
The Shy,MASTER,173승 159패 (52.11%),210점
八握剣 異戒神将 魔虚羅,MASTER,289승 263패 (52.36%),210점
나무늘보 누누,MASTER,94승 61패 (60.65%),210점
초보원딜러,MASTER,312승 301패 (50.90%),210점
shengbufengshi,MASTER,167승 133패 (55.67%),210점
고세구,MASTER,173승 160패 (51.95%),210점
OH  경주,MASTER,198승 189패 (51.16%),210점
승민곤쥬,MASTER,402승 412패 (49.39%),210점
qweasdasdasd,MASTER,237승 180패 (56.83%),210점
jakchk2,MASTER,226승 184패 (55.12%),210점
Alphaman,MASTER,132승 118패 (52.80%),210점
귀살대 스즈메,MASTER,158승 139패 (53.20%),210점
원정1,MASTER,93승 69패 (57.41%),210점
CM몽키,MASTER,200승 177패 (53.05%),210점
손가락마비왔나봐,MASTER,218승 177패 (55.19%),210점
미련남은계정,MASTER,79승 60패 (56.83%),210점
아칼리,MASTER,153승 137패 (52.76%),210점
사리니,MASTER,119승 85패 (58.33%),210점
K0RA,MASTER,131승 103패 (55.98%),209점
한민고,MASTER,122승 111패 (52.36%),209점
코 스,MASTER,195승 130패 (60.00%),209점
한리왕,MASTER,109승 96패 (53.17%),209점
영원히 빵선,MASTER,262승 237패 (52.51%),209점
살려주새우깡,MASTER,64승 45패 (58.72%),209점
광양시민,MASTER,177승 149패 (54.29%),209점
고양이 늑대,MASTER,62승 39패 (61.39%),209점
a math teacher,MASTER,236승 219패 (51.87%),209점
nong cun ren,MASTER,58승 35패 (62.37%),209점
블츠SUP쓰레쉬,MASTER,127승 113패 (52.92%),209점
Yangz1,MASTER,179승 147패 (54.91%),209점
TOP GUN HEE,MASTER,64승 53패 (54.70%),209점
개화하는매화,MASTER,66승 45패 (59.46%),209점
서폿 is DOGU,MASTER,132승 109패 (54.77%),209점
솔킬따다,MASTER,241승 227패 (51.50%),209점
arrowIoI,MASTER,85승 68패 (55.56%),209점
smeaue,MASTER,75승 59패 (55.97%),209점
진tothe기,MASTER,125승 79패 (61.27%),209점
불사의 토템,MASTER,165승 145패 (53.23%),209점
리 버,MASTER,71승 53패 (57.26%),209점
Nislt,MASTER,237승 219패 (51.97%),209점
곧 사라질 봄,MASTER,138승 121패 (53.28%),209점
S 벨코즈,MASTER,192승 173패 (52.60%),209점
EreliaYone,MASTER,46승 32패 (58.97%),209점
shacomplete,MASTER,78승 65패 (54.55%),209점
1요들군주6요들,MASTER,187승 179패 (51.09%),209점
사름삶은나름바름,MASTER,141승 124패 (53.21%),209점
개미부하직원,MASTER,225승 217패 (50.90%),209점
형 규,MASTER,109승 100패 (52.15%),209점
실론티,MASTER,458승 442패 (50.89%),208점
토토로와 춤을,MASTER,235승 225패 (51.09%),208점
국 밥,MASTER,171승 123패 (58.16%),208점
지코매니저빵테,MASTER,353승 334패 (51.38%),208점
롤마저잘해버리기,MASTER,170승 151패 (52.96%),208점
별양동캣맘유지드,MASTER,126승 112패 (52.94%),208점
사활을 걸다,MASTER,283승 276패 (50.63%),208점
Hide on bush,MASTER,76승 57패 (57.14%),208점
통수의미학,MASTER,230승 190패 (54.76%),208점
세그달,MASTER,344승 331패 (50.96%),208점
S700K,MASTER,104승 70패 (59.77%),208점
김숙희,MASTER,367승 347패 (51.40%),208점
EunByulKR,MASTER,87승 59패 (59.59%),208점
라인땡겨,MASTER,131승 114패 (53.47%),208점
기립박스,MASTER,390승 365패 (51.66%),208점
눅 쌀,MASTER,184승 170패 (51.98%),208점
용 운,MASTER,82승 51패 (61.65%),208점
정선준,MASTER,290승 279패 (50.97%),208점
신바뜨,MASTER,284승 266패 (51.64%),208점
Sad end,MASTER,184승 165패 (52.72%),208점
pansy2019,MASTER,59승 43패 (57.84%),208점
luyb,MASTER,363승 344패 (51.34%),207점
황매돌,MASTER,92승 80패 (53.49%),207점
따잉크,MASTER,79승 59패 (57.25%),207점
From the top,MASTER,220승 197패 (52.76%),207점
결혼식,MASTER,173승 151패 (53.40%),207점
qasdasdwqe,MASTER,258승 249패 (50.89%),207점
다시절정,MASTER,114승 107패 (51.58%),207점
달을 향해 쏴라,MASTER,62승 40패 (60.78%),207점
으랏차차 마스터 이,MASTER,383승 340패 (52.97%),207점
야유짱,MASTER,168승 136패 (55.26%),207점
구름만장,MASTER,125승 119패 (51.23%),207점
뇌지컬즐겜계정,MASTER,208승 154패 (57.46%),207점
1vsAllOfThem,MASTER,135승 120패 (52.94%),207점
ornn one,MASTER,155승 124패 (55.56%),207점
악 어,MASTER,238승 219패 (52.08%),207점
역대천재도구,MASTER,85승 56패 (60.28%),207점
루 팡,MASTER,354승 334패 (51.45%),207점
초 게,MASTER,250승 207패 (54.70%),207점
끝 집,MASTER,223승 187패 (54.39%),207점
실키1,MASTER,192승 179패 (51.75%),207점
ApdoIIl,MASTER,188승 143패 (56.80%),206점
아몰랑,MASTER,266승 264패 (50.19%),206점
D kaa,MASTER,242승 234패 (50.84%),206점
초보입니다,MASTER,153승 126패 (54.84%),206점
tian tian tian,MASTER,66승 41패 (61.68%),206점
네갱에난깨갱,MASTER,182승 170패 (51.70%),206점
0rder me,MASTER,289승 274패 (51.33%),206점
엘리시스,MASTER,135승 121패 (52.73%),206점
고권욱,MASTER,105승 77패 (57.69%),206점
Top Nidalee,MASTER,248승 205패 (54.75%),206점
BUNNlES,MASTER,174승 152패 (53.37%),206점
mimu,MASTER,35승 16패 (68.63%),206점
Nuvelr,MASTER,178승 106패 (62.68%),206점
Captain 01,MASTER,185승 142패 (56.57%),206점
Last answer,MASTER,272승 247패 (52.41%),206점
평온한 점심,MASTER,357승 332패 (51.81%),206점
상큼발랄청순섹시,MASTER,106승 94패 (53.00%),206점
케어케어,MASTER,103승 87패 (54.21%),206점
너민상,MASTER,116승 105패 (52.49%),206점
Bisory,MASTER,282승 296패 (48.79%),206점
Megalia,MASTER,79승 64패 (55.24%),206점
시로 렌,MASTER,73승 52패 (58.40%),206점
청월귀,MASTER,179승 132패 (57.56%),206점
우람늘,MASTER,134승 122패 (52.34%),206점
나이가득찬원딜,MASTER,91승 76패 (54.49%),206점
동 옹,MASTER,62승 46패 (57.41%),206점
T1 Gumayusi,MASTER,163승 132패 (55.25%),206점
다녀감,MASTER,73승 55패 (57.03%),206점
밈 수,MASTER,170승 154패 (52.47%),206점
Kite,MASTER,409승 387패 (51.38%),206점
대명 포설로봇,MASTER,78승 63패 (55.32%),206점
五条悟,MASTER,254승 211패 (54.62%),205점
두루고,MASTER,79승 46패 (63.20%),205점
하 주,MASTER,86승 72패 (54.43%),205점
스위프티,MASTER,173승 154패 (52.91%),205점
중국피오라장인,MASTER,72승 35패 (67.29%),205점
Ken1,MASTER,130승 113패 (53.50%),205점
한숩닝,MASTER,100승 78패 (56.18%),205점
지존 늑대,MASTER,204승 188패 (52.04%),205점
new name can win,MASTER,376승 364패 (50.81%),205점
xiangshen1,MASTER,63승 47패 (57.27%),205점
오피투 유튜브,MASTER,58승 38패 (60.42%),205점
winter,MASTER,136승 119패 (53.33%),205점
권호영,MASTER,190승 179패 (51.49%),205점
드 우,MASTER,95승 84패 (53.07%),205점
냥화신은고양이,MASTER,71승 53패 (57.26%),205점
큐큐뻑큐,MASTER,91승 43패 (67.91%),205점
삐 양,MASTER,88승 65패 (57.52%),205점
해피만,MASTER,44승 26패 (62.86%),205점
카타리나,MASTER,191승 172패 (52.62%),205점
나만지켜,MASTER,125승 99패 (55.80%),205점
Migung,MASTER,102승 91패 (52.85%),204점
박지현,MASTER,149승 135패 (52.46%),204점
제6955부대,MASTER,48승 26패 (64.86%),204점
aiyoniganma,MASTER,277승 258패 (51.78%),204점
uuunagi,MASTER,138승 107패 (56.33%),204점
장래희망판테온,MASTER,54승 37패 (59.34%),204점
Harley Quinn,MASTER,106승 82패 (56.38%),204점
Thebausffs,MASTER,119승 102패 (53.85%),204점
Maserati KR,MASTER,150승 147패 (50.51%),204점
시 우,MASTER,286승 276패 (50.89%),204점
때껄룩 playIist,MASTER,221승 200패 (52.49%),204점
별과 밤,MASTER,121승 92패 (56.81%),204점
north06,MASTER,92승 86패 (51.69%),204점
MiйSoo,MASTER,155승 146패 (51.50%),204점
시간의 숲,MASTER,99승 72패 (57.89%),204점
샷 빨,MASTER,275승 264패 (51.02%),204점
Akaps,MASTER,259승 221패 (53.96%),204점
원챔이면닷지해라,MASTER,226승 245패 (47.98%),204점
jgadgoagg,MASTER,115승 98패 (53.99%),204점
육꼭지김아콩,MASTER,151승 142패 (51.54%),204점
시 온 공 쥬,MASTER,138승 121패 (53.28%),204점
령 희,MASTER,148승 129패 (53.43%),204점
Oner,MASTER,130승 116패 (52.85%),204점
야간비행,MASTER,119승 106패 (52.89%),204점
winner man,MASTER,135승 110패 (55.10%),204점
왜이렇게왜이렇게,MASTER,98승 71패 (57.99%),203점
매던로,MASTER,158승 135패 (53.92%),203점
아직조금더,MASTER,187승 181패 (50.82%),203점
우직빠직,MASTER,152승 112패 (57.58%),203점
HIDE,MASTER,69승 49패 (58.47%),203점
늘 완벽하고싶다,MASTER,90승 84패 (51.72%),203점
Lv5 주황버섯,MASTER,203승 187패 (52.05%),203점
takemyhand,MASTER,109승 95패 (53.43%),203점
얼어붙은 달이 내려앉은 곳,MASTER,86승 57패 (60.14%),203점
CAROL,MASTER,67승 51패 (56.78%),203점
눈물이나네요,MASTER,132승 99패 (57.14%),203점
emboob,MASTER,108승 96패 (52.94%),203점
zl존고수짱짱12,MASTER,377승 357패 (51.36%),203점
눈가루,MASTER,75승 54패 (58.14%),203점
2019년10월30일,MASTER,98승 80패 (55.06%),203점
GALAKK,MASTER,172승 168패 (50.59%),203점
yasuo1103,MASTER,206승 189패 (52.15%),203점
IlIlIIIllIII,MASTER,56승 36패 (60.87%),203점
