name,tear,rate,score
Asthe,MASTER,46승 29패 (61.33%),120점
적팀이랑 싸우자,MASTER,68승 52패 (56.67%),120점
05 레데리,MASTER,26승 11패 (70.27%),120점
into yaya,MASTER,51승 43패 (54.26%),120점
흰색타미,MASTER,122승 105패 (53.74%),120점
zyjttkx,MASTER,148승 121패 (55.02%),120점
사교댄스일인자바람의전설진유원,MASTER,160승 144패 (52.63%),120점
Dltmvhcm,MASTER,136승 121패 (52.92%),120점
Hyster1a,MASTER,86승 55패 (60.99%),120점
칼로 석 베기,MASTER,223승 201패 (52.59%),120점
서은후,MASTER,163승 144패 (53.09%),120점
시골러,MASTER,384승 375패 (50.59%),120점
좋은나아알,MASTER,64승 50패 (56.14%),120점
2002 01 16,MASTER,107승 94패 (53.23%),120점
다이아경찰관송율,MASTER,114승 86패 (57.00%),120점
홍은채가미래다,MASTER,116승 80패 (59.18%),120점
머리가지끈지끈,MASTER,168승 140패 (54.55%),119점
SETTKING,MASTER,303승 298패 (50.42%),119점
йewtй,MASTER,174승 130패 (57.24%),119점
백악관바이든,MASTER,219승 200패 (52.27%),119점
i want Crystal,MASTER,362승 316패 (53.39%),119점
빅토르증후근,MASTER,188승 172패 (52.22%),119점
trats hserf,MASTER,120승 119패 (50.21%),119점
후회되냐,MASTER,254승 251패 (50.30%),119점
현1진,MASTER,105승 66패 (61.40%),119점
Nennek,MASTER,104승 97패 (51.74%),119점
Badman1,MASTER,160승 154패 (50.96%),119점
환희하다,MASTER,252승 257패 (49.51%),119점
정신나가12,MASTER,166승 115패 (59.07%),119점
도엽아피로도녹여,MASTER,81승 52패 (60.90%),119점
난 처,MASTER,46승 31패 (59.74%),119점
승리의 일격,MASTER,93승 61패 (60.39%),119점
gosally,MASTER,40승 24패 (62.50%),119점
Not at all min,MASTER,187승 165패 (53.12%),119점
adafwefqwrdqda,MASTER,254승 245패 (50.90%),119점
김 표 식,MASTER,110승 101패 (52.13%),119점
지분전환용닉네임,MASTER,95승 86패 (52.49%),119점
시즌 18호 깨달음,MASTER,114승 93패 (55.07%),119점
SSENJa,MASTER,139승 128패 (52.06%),119점
금비 은비 단비,MASTER,205승 202패 (50.37%),119점
Crazed,MASTER,77승 71패 (52.03%),119점
Giyeom,MASTER,74승 63패 (54.01%),119점
문어요,MASTER,87승 68패 (56.13%),119점
김꼬뚜123,MASTER,108승 95패 (53.20%),119점
시드니 유학파,MASTER,37승 26패 (58.73%),119점
Bluefrog1,MASTER,176승 160패 (52.38%),118점
고구마유시,MASTER,397승 394패 (50.19%),118점
갱눈이,MASTER,249승 190패 (56.72%),118점
전물협,MASTER,73승 40패 (64.60%),118점
Yangdred,MASTER,102승 88패 (53.68%),118점
아삭바,MASTER,191승 161패 (54.26%),118점
hoang tu keo mut,MASTER,93승 88패 (51.38%),118점
abcdscz,MASTER,58승 42패 (58.00%),118점
딸은쳐도서렌안쳐,MASTER,62승 37패 (62.63%),118점
sak2,MASTER,70승 53패 (56.91%),118점
Hospitable,MASTER,368승 360패 (50.55%),118점
태연 fan,MASTER,126승 115패 (52.28%),118점
20220629O,MASTER,143승 128패 (52.77%),118점
Z r,MASTER,171승 160패 (51.66%),118점
Gen G Lordly,MASTER,302승 275패 (52.34%),118점
JangBaekho,MASTER,192승 160패 (54.55%),118점
무 거,MASTER,103승 94패 (52.28%),118점
유삐뽀,MASTER,93승 87패 (51.67%),118점
지멈미,MASTER,68승 64패 (51.52%),118점
멘탈에 금간 인간,MASTER,124승 109패 (53.22%),118점
별망뽀,MASTER,210승 198패 (51.47%),118점
엄봉박,MASTER,122승 112패 (52.14%),118점
곽 망 구,MASTER,230승 220패 (51.11%),118점
qqopqp,MASTER,209승 203패 (50.73%),118점
뱅 찬,MASTER,141승 128패 (52.42%),118점
원딜 유전자,MASTER,82승 75패 (52.23%),118점
lol유댕이,MASTER,238승 227패 (51.18%),118점
도구와황태자,MASTER,154승 124패 (55.40%),118점
충주갱수,MASTER,390승 382패 (50.52%),118점
전략적 탱커,MASTER,178승 151패 (54.10%),118점
병솔나무,MASTER,101승 83패 (54.89%),118점
젊 야,MASTER,33승 19패 (63.46%),118점
임천우,MASTER,275승 247패 (52.68%),118점
유튜브 문어게임,MASTER,64승 46패 (58.18%),118점
안죽고 캐리함 ,MASTER,197승 179패 (52.39%),118점
주성이에염,MASTER,209승 195패 (51.73%),117점
이거지면 대해탓,MASTER,58승 37패 (61.05%),117점
얼룩무니,MASTER,358승 347패 (50.78%),117점
xinrusishui,MASTER,217승 207패 (51.18%),117점
qwsd,MASTER,116승 88패 (56.86%),117점
마진보이,MASTER,136승 85패 (61.54%),117점
다데 장군,MASTER,272승 262패 (50.94%),117점
성기사 누누,MASTER,64승 51패 (55.65%),117점
팔등사,MASTER,122승 105패 (53.74%),117점
에 브,MASTER,457승 449패 (50.44%),117점
How to be mine,MASTER,53승 21패 (71.62%),117점
트위치 이주윤,MASTER,402승 402패 (50.00%),117점
Han Song1,MASTER,550승 538패 (50.55%),117점
나 너 사랑해임마,MASTER,68승 58패 (53.97%),117점
푸딩마니먹기,MASTER,71승 63패 (52.99%),117점
주파령메라,MASTER,167승 155패 (51.86%),117점
집공 방관 미포,MASTER,193승 185패 (51.06%),117점
Xiaoji de,MASTER,106승 100패 (51.46%),117점
승표장,MASTER,112승 106패 (51.38%),117점
윌리안,MASTER,240승 224패 (51.72%),117점
따뜻한아아주세요,MASTER,160승 134패 (54.42%),117점
T1 Judge,MASTER,94승 53패 (63.95%),117점
34740133del,MASTER,126승 75패 (62.69%),117점
경자년솔로,MASTER,163승 124패 (56.79%),117점
악의 여단 자이라,MASTER,61승 53패 (53.51%),117점
뽀삐й,MASTER,105승 60패 (63.64%),117점
팀새끼들줄싸대기,MASTER,96승 90패 (51.61%),117점
의카장,MASTER,156승 155패 (50.16%),117점
wkdqhtjr zero,MASTER,58승 48패 (54.72%),117점
너는 날 신경안써,MASTER,116승 129패 (47.35%),117점
돌아버린사미라,MASTER,151승 156패 (49.19%),117점
Shixxx,MASTER,50승 35패 (58.82%),116점
S1asher,MASTER,127승 119패 (51.63%),116점
jueduihexin2,MASTER,231승 220패 (51.22%),116점
창폴 구마유스,MASTER,156승 147패 (51.49%),116점
루이빌,MASTER,101승 50패 (66.89%),116점
공감 이해 배려,MASTER,61승 46패 (57.01%),116점
rladbwlsrhdwn,MASTER,198승 195패 (50.38%),116점
이쁜말만합시다,MASTER,91승 63패 (59.09%),116점
love kate,MASTER,606승 575패 (51.31%),116점
다정한 편집자,MASTER,97승 87패 (52.72%),116점
치타의콧물,MASTER,108승 82패 (56.84%),116점
최연태,MASTER,95승 81패 (53.98%),116점
현서 왕자,MASTER,155승 108패 (58.94%),116점
twfs,MASTER,243승 216패 (52.94%),116점
좋은밤좋은잠,MASTER,59승 27패 (68.60%),116점
02유부남,MASTER,235승 225패 (51.09%),116점
no limit boy,MASTER,84승 77패 (52.17%),116점
맵시왕,MASTER,306승 296패 (50.83%),116점
쨘들스틱,MASTER,49승 38패 (56.32%),116점
뭉게구름,MASTER,233승 216패 (51.89%),116점
I Quit,MASTER,189승 174패 (52.07%),116점
Quebec,MASTER,190승 125패 (60.32%),116점
군대 탈영,MASTER,109승 92패 (54.23%),115점
오른쪽어깨가아파,MASTER,96승 69패 (58.18%),115점
사노라면,MASTER,230승 216패 (51.57%),115점
핑보면캐리합니다,MASTER,264승 258패 (50.57%),115점
Player JSH,MASTER,64승 37패 (63.37%),115점
시인의 삶,MASTER,151승 149패 (50.33%),115점
멍멍이멍뭉이멈무,MASTER,186승 178패 (51.10%),115점
내큐를바드숑,MASTER,52승 33패 (61.18%),115점
리신이 안 골라져,MASTER,171승 124패 (57.97%),115점
kkaa9,MASTER,117승 106패 (52.47%),115점
잘커놓고망나니짓,MASTER,125승 126패 (49.80%),115점
qq9913216,MASTER,189승 180패 (51.22%),115점
아이언 5 Tier,MASTER,62승 45패 (57.94%),115점
황족 조이,MASTER,80승 57패 (58.39%),115점
동히번쩍,MASTER,147승 149패 (49.66%),115점
zgdndtx,MASTER,145승 112패 (56.42%),115점
kkfunny,MASTER,60승 56패 (51.72%),115점
뉴진스 오마이갓,MASTER,171승 171패 (50.00%),115점
쫑쭈리,MASTER,180승 154패 (53.89%),115점
나르하는 남자,MASTER,31승 15패 (67.39%),115점
살아갈수밖에없어,MASTER,152승 135패 (52.96%),115점
리드하는 남자 ,MASTER,91승 72패 (55.83%),115점
하 럼,MASTER,47승 44패 (51.65%),115점
간다 좀 기다려,MASTER,234승 182패 (56.25%),115점
akeiv,MASTER,232승 210패 (52.49%),114점
050802,MASTER,80승 77패 (50.96%),114점
zzz567,MASTER,131승 115패 (53.25%),114점
그냥즐겨게임인데,MASTER,353승 362패 (49.37%),114점
우주가 은하에 닿는 시간,MASTER,178승 143패 (55.45%),114점
민 소,MASTER,69승 52패 (57.02%),114점
잠깐 쉴 때,MASTER,67승 44패 (60.36%),114점
hunmans,MASTER,208승 183패 (53.20%),114점
Bernard ArnauIt,MASTER,151승 144패 (51.19%),114점
거데기,MASTER,83승 70패 (54.25%),114점
감정교육,MASTER,212승 205패 (50.84%),114점
아신카코,MASTER,94승 82패 (53.41%),114점
jjfam,MASTER,91승 84패 (52.00%),114점
틀틀딱딱,MASTER,46승 34패 (57.50%),114점
asdf45yhf,MASTER,375승 360패 (51.02%),114점
예쁜 날씨,MASTER,95승 73패 (56.55%),114점
eйtry,MASTER,136승 122패 (52.71%),114점
양산타워,MASTER,200승 163패 (55.10%),114점
옆집누나랑한판,MASTER,42승 32패 (56.76%),114점
스키타는옥이,MASTER,71승 55패 (56.35%),114점
영주꽃대지,MASTER,150승 139패 (51.90%),114점
Royiki Tenkai,MASTER,177승 165패 (51.75%),114점
nobless0,MASTER,170승 159패 (51.67%),114점
때가되면다시필걸,MASTER,86승 79패 (52.12%),114점
걀 달,MASTER,109승 103패 (51.42%),114점
폭력유발협곡,MASTER,106승 103패 (50.72%),114점
비선별인원 형빈,MASTER,155승 151패 (50.65%),113점
빛나는태양빛,MASTER,179승 171패 (51.14%),113점
중국피오라장인,MASTER,59승 27패 (68.60%),113점
1day 24h,MASTER,143승 125패 (53.36%),113점
OPOP,MASTER,193승 185패 (51.06%),113점
즐게미야,MASTER,233승 226패 (50.76%),113점
도발소환,MASTER,53승 47패 (53.00%),113점
Sakana82,MASTER,155승 136패 (53.26%),113점
Cohle111,MASTER,45승 24패 (65.22%),113점
초보원딜러,MASTER,273승 267패 (50.56%),113점
눈이 마주친 순간,MASTER,182승 152패 (54.49%),113점
신상공원,MASTER,94승 74패 (55.95%),113점
귀염뽀짝용수,MASTER,81승 64패 (55.86%),113점
pipiqiqi,MASTER,173승 142패 (54.92%),113점
저 카,MASTER,248승 253패 (49.50%),113점
먀 하,MASTER,77승 74패 (50.99%),113점
틀과 니,MASTER,220승 207패 (51.52%),113점
룩 비,MASTER,63승 46패 (57.80%),113점
Xiang Jian Ti,MASTER,240승 228패 (51.28%),113점
조쨩두피츄릅츄릅,MASTER,130승 106패 (55.08%),113점
만복이의 여행,MASTER,522승 516패 (50.29%),113점
K4T,MASTER,82승 48패 (63.08%),113점
bnnaaa,MASTER,273승 232패 (54.06%),113점
둠 심,MASTER,47승 36패 (56.63%),113점
DDAZ,MASTER,98승 88패 (52.69%),113점
의정부박철우,MASTER,125승 97패 (56.31%),113점
구민좡,MASTER,103승 91패 (53.09%),113점
Fairy,MASTER,83승 72패 (53.55%),113점
튼튼건토,MASTER,117승 106패 (52.47%),113점
연이수,MASTER,58승 31패 (65.17%),113점
liiiliiiiii,MASTER,49승 33패 (59.76%),112점
장문규,MASTER,167승 151패 (52.52%),112점
showmaker fan,MASTER,115승 95패 (54.76%),112점
댄자라니,MASTER,114승 85패 (57.29%),112점
KDA1점대인사람,MASTER,153승 136패 (52.94%),112점
어늬사키,MASTER,78승 66패 (54.17%),112점
가루 aka 환휘,MASTER,133승 91패 (59.38%),112점
드개재,MASTER,95승 83패 (53.37%),112점
아야츠노 류니,MASTER,114승 104패 (52.29%),112점
e fan anh jack97,MASTER,179승 166패 (51.88%),112점
이마트 가이,MASTER,181승 158패 (53.39%),112점
렝가하기싫다,MASTER,111승 97패 (53.37%),112점
Q tea,MASTER,98승 75패 (56.65%),112점
저주를받은 계정,MASTER,440승 441패 (49.94%),112점
IllIllIllIlIl,MASTER,202승 176패 (53.44%),112점
진 아펠 브랜드,MASTER,349승 318패 (52.32%),112점
난 뮤트,MASTER,83승 61패 (57.64%),112점
컴으로 올게,MASTER,83승 63패 (56.85%),112점
탑갱가면대충함,MASTER,338승 334패 (50.30%),112점
rudals,MASTER,257승 249패 (50.79%),112점
약한너 강한나,MASTER,235승 229패 (50.65%),112점
난 후추만 좋아해,MASTER,122승 120패 (50.41%),112점
KT Klin,MASTER,156승 160패 (49.37%),112점
SPOONMOON,MASTER,165승 156패 (51.40%),112점
Highneess,MASTER,366승 355패 (50.76%),111점
Daйce,MASTER,85승 77패 (52.47%),111점
3227758818674272,MASTER,93승 67패 (58.13%),111점
새는 투쟁한다,MASTER,117승 110패 (51.54%),111점
Forever Never,MASTER,91승 71패 (56.17%),111점
너굴덕,MASTER,101승 92패 (52.33%),111점
qwerrweq,MASTER,227승 215패 (51.36%),111점
리자오,MASTER,46승 33패 (58.23%),111점
KimJaeYun,MASTER,253승 244패 (50.91%),111점
xiao ming ge,MASTER,35승 19패 (64.81%),111점
밉 별,MASTER,162승 151패 (51.76%),111점
Luzy,MASTER,324승 290패 (52.77%),111점
아이씨똥매려,MASTER,125승 82패 (60.39%),111점
Heart SteeL Y0NE,MASTER,135승 92패 (59.47%),111점
야호채연,MASTER,297승 292패 (50.42%),111점
매 루,MASTER,115승 92패 (55.56%),111점
쫀 냥,MASTER,160승 157패 (50.47%),111점
msgw,MASTER,176승 164패 (51.76%),111점
칼챔 살인사건,MASTER,57승 39패 (59.38%),111점
Get me sup,MASTER,85승 76패 (52.80%),111점
jfjfjfjfjfjfhfhf,MASTER,262승 253패 (50.87%),111점
 희도야,MASTER,217승 210패 (50.82%),111점
환 의,MASTER,235승 225패 (51.09%),111점
smZ,MASTER,41승 26패 (61.19%),111점
형 규,MASTER,92승 89패 (50.83%),111점
Garen Specialist,MASTER,109승 96패 (53.17%),111점
Abeu,MASTER,242승 217패 (52.72%),110점
마나내냐,MASTER,95승 81패 (53.98%),110점
Curly Brace,MASTER,75승 64패 (53.96%),110점
공기팡유발협곡,MASTER,76승 66패 (53.52%),110점
need time,MASTER,68승 37패 (64.76%),110점
Renektoй,MASTER,222승 208패 (51.63%),110점
Flower Mountain,MASTER,508승 516패 (49.61%),110점
퐁박이,MASTER,128승 85패 (60.09%),110점
y1z,MASTER,67승 47패 (58.77%),110점
카카오팟 보보승,MASTER,141승 103패 (57.79%),110점
Angry Spoon,MASTER,58승 45패 (56.31%),110점
낮 쟘,MASTER,196승 170패 (53.55%),110점
제 멀,MASTER,145승 120패 (54.72%),110점
쥐새끼1,MASTER,295승 283패 (51.04%),110점
너네모하늬,MASTER,208승 204패 (50.49%),110점
ISEGYE IDOL 비챤,MASTER,51승 27패 (65.38%),110점
부천사는고수,MASTER,101승 88패 (53.44%),110점
희미하게스러졌다,MASTER,312승 307패 (50.40%),110점
이사 타임,MASTER,107승 70패 (60.45%),110점
감정 조련사,MASTER,70승 62패 (53.03%),110점
Mhy,MASTER,145승 128패 (53.11%),110점
고민도 비용이다,MASTER,125승 93패 (57.34%),110점
하늘을 향한 울림,MASTER,316승 289패 (52.23%),110점
CM몽키,MASTER,164승 151패 (52.06%),110점
기모찌찌루,MASTER,104승 97패 (51.74%),110점
Game Village,MASTER,181승 164패 (52.46%),110점
샘 윗위키,MASTER,50승 33패 (60.24%),110점
lllil11l,MASTER,244승 231패 (51.37%),110점
쿨 탑,MASTER,70승 67패 (51.09%),110점
o우서우서o,MASTER,55승 48패 (53.40%),110점
나 김재영,MASTER,164승 153패 (51.74%),110점
억까와 함께 춤을,MASTER,373승 360패 (50.89%),109점
구화지문설참신도,MASTER,72승 58패 (55.38%),109점
현누사,MASTER,119승 117패 (50.42%),109점
야하a,MASTER,102승 91패 (52.85%),109점
스승님을 위하여,MASTER,73승 58패 (55.73%),109점
8XXXXAA,MASTER,67승 49패 (57.76%),109점
세종경찰,MASTER,74승 52패 (58.73%),109점
yiqunsb,MASTER,49승 31패 (61.25%),109점
검은고리,MASTER,90승 63패 (58.82%),109점
도자기 아무무 봇,MASTER,237승 222패 (51.63%),109점
늙고 병든 구씨,MASTER,150승 149패 (50.17%),109점
돼지코끼리하마,MASTER,110승 90패 (55.00%),109점
비호감 원딜러,MASTER,251승 241패 (51.02%),109점
유정민 전용 꼬븅,MASTER,159승 122패 (56.58%),109점
EkfRkrEkfRkr,MASTER,52승 32패 (61.90%),109점
보테가 베네닭,MASTER,187승 192패 (49.34%),109점
저못해요너무,MASTER,96승 91패 (51.34%),109점
빠가사리 거 미,MASTER,38승 15패 (71.70%),109점
로밍갈게,MASTER,178승 163패 (52.20%),109점
zkxjeisifknfjdod,MASTER,152승 122패 (55.47%),109점
쿠쩔티비,MASTER,228승 225패 (50.33%),109점
수련지옥,MASTER,343승 338패 (50.37%),109점
도구다루는짐승남,MASTER,164승 142패 (53.59%),109점
번식탈락한남충,MASTER,109승 91패 (54.50%),109점
뽀삐뽀삐뽀삐뽕,MASTER,40승 30패 (57.14%),109점
인신매매총괄이사,MASTER,78승 68패 (53.42%),109점
전적그만보세요,MASTER,76승 67패 (53.15%),109점
Lynx4,MASTER,106승 87패 (54.92%),109점
sejun0403,MASTER,86승 77패 (52.76%),109점
국산 장국영,MASTER,145승 123패 (54.10%),109점
재하술잘마심,MASTER,93승 57패 (62.00%),109점
앞턱에 프론트킥,MASTER,47승 36패 (56.63%),109점
해용1,MASTER,106승 75패 (58.56%),109점
개미인력 중구점,MASTER,54승 39패 (58.06%),109점
김다니엘,MASTER,148승 97패 (60.41%),109점
AQWERAAA,MASTER,271승 261패 (50.94%),108점
마끼야또카라멜,MASTER,86승 71패 (54.78%),108점
burning sunset,MASTER,63승 42패 (60.00%),108점
Meitian,MASTER,38승 16패 (70.37%),108점
ggttlplp015,MASTER,249승 221패 (52.98%),108점
아맞다우산,MASTER,122승 107패 (53.28%),108점
Birdy,MASTER,128승 111패 (53.56%),108점
도우비,MASTER,53승 43패 (55.21%),108점
세화여고 이요원,MASTER,220승 208패 (51.40%),108점
스바라시맨,MASTER,158승 147패 (51.80%),108점
kedaya,MASTER,84승 71패 (54.19%),108점
CsZero,MASTER,56승 43패 (56.57%),108점
즈려는 뒤졌나,MASTER,77승 66패 (53.85%),108점
o5jug,MASTER,61승 32패 (65.59%),108점
져도낙심하지않기,MASTER,61승 44패 (58.10%),108점
추억을걷다,MASTER,66승 55패 (54.55%),108점
00E,MASTER,43승 28패 (60.56%),108점
근대적,MASTER,35승 20패 (63.64%),108점
생과일쥬스,MASTER,70승 61패 (53.44%),108점
사니라,MASTER,119승 92패 (56.40%),108점
옥돌 가랑이,MASTER,238승 234패 (50.42%),108점
챌가면 닉변할게,MASTER,223승 220패 (50.34%),108점
Est No,MASTER,141승 124패 (53.21%),108점
연가온,MASTER,152승 151패 (50.17%),108점
병장 김선홍,MASTER,108승 76패 (58.70%),108점
에버플래닛,MASTER,61승 52패 (53.98%),108점
세현선생님,MASTER,201승 192패 (51.15%),108점
섹시가자미,MASTER,57승 49패 (53.77%),108점
wkenwntm1,MASTER,28승 11패 (71.79%),108점
cmkdweor,MASTER,208승 165패 (55.76%),108점
2017Ym,MASTER,74승 55패 (57.36%),108점
TheCheat,MASTER,125승 111패 (52.97%),108점
이름을숨긴사나이,MASTER,70승 51패 (57.85%),108점
hoon001,MASTER,82승 58패 (58.57%),108점
령 희,MASTER,120승 107패 (52.86%),108점
칼바람바람바람바,MASTER,72승 58패 (55.38%),108점
화이팅화이팅홧팅,MASTER,272승 259패 (51.22%),108점
내꿈은혜지공듀,MASTER,92승 90패 (50.55%),108점
삼화리싹난감자,MASTER,179승 151패 (54.24%),107점
beforeyouknowit,MASTER,209승 166패 (55.73%),107점
uig1,MASTER,98승 64패 (60.49%),107점
사일러스유발,MASTER,70승 57패 (55.12%),107점
esiarP,MASTER,68승 63패 (51.91%),107점
Wjdhun,MASTER,236승 206패 (53.39%),107점
정글프로라고할뻔,MASTER,257승 237패 (52.02%),107점
onlydrav3n,MASTER,255승 255패 (50.00%),107점
꿈이있는나무,MASTER,50승 30패 (62.50%),107점
콜라주면 캐리함 ,MASTER,41승 16패 (71.93%),107점
누누교수,MASTER,255승 250패 (50.50%),107점
십수딘,MASTER,96승 61패 (61.15%),107점
Seoari,MASTER,80승 71패 (52.98%),107점
델레브,MASTER,88승 69패 (56.05%),107점
MA드,MASTER,49승 25패 (66.22%),107점
슬픈 두루미,MASTER,51승 30패 (62.96%),107점
헹 우,MASTER,292승 277패 (51.32%),107점
마스터를 향해,MASTER,72승 64패 (52.94%),107점
롤은 3vs3 게임,MASTER,81승 55패 (59.56%),107점
매일 너만 사랑해,MASTER,247승 233패 (51.46%),107점
й쓰레쉬й,MASTER,57승 47패 (54.81%),107점
하늘 연 달 엿새,MASTER,82승 70패 (53.95%),107점
S2괴도호섭짱짱S2,MASTER,174승 167패 (51.03%),107점
일석일조,MASTER,189승 158패 (54.47%),107점
그어살,MASTER,32승 21패 (60.38%),107점
쉑쉑버거맛있다,MASTER,159승 136패 (53.90%),107점
모르는 것처럼,MASTER,206승 197패 (51.12%),107점
Arts,MASTER,64승 46패 (58.18%),107점
모구바바,MASTER,106승 99패 (51.71%),107점
not help pig sry,MASTER,334승 311패 (51.78%),106점
희영대,MASTER,142승 139패 (50.53%),106점
화산신룡 정문뽕,MASTER,46승 28패 (62.16%),106점
공새롬 유튜브,MASTER,77승 63패 (55.00%),106점
현산로,MASTER,59승 46패 (56.19%),106점
오길 기다릴게,MASTER,249승 240패 (50.92%),106점
바텀개,MASTER,397승 387패 (50.64%),106점
aVoid the Q,MASTER,323승 304패 (51.52%),106점
박하й,MASTER,74승 48패 (60.66%),106점
Suyyyyyyy,MASTER,429승 407패 (51.32%),106점
프로지망서폿07,MASTER,221승 208패 (51.52%),106점
hi im ratel,MASTER,241승 232패 (50.95%),106점
zhuzhulong,MASTER,86승 75패 (53.42%),106점
AF괴물쥐,MASTER,75승 64패 (53.96%),106점
feixing,MASTER,123승 111패 (52.56%),106점
허선우,MASTER,81승 62패 (56.64%),106점
암살자X,MASTER,51승 44패 (53.68%),106점
우치하 0I타치,MASTER,268승 264패 (50.38%),106점
백업봐주는사람,MASTER,143승 133패 (51.81%),106점
김목필의 부계정,MASTER,176승 176패 (50.00%),106점
지구가 아프댕,MASTER,118승 85패 (58.13%),106점
이불쇽귤까묵,MASTER,119승 101패 (54.09%),106점
xiangyaoxingfu,MASTER,241승 235패 (50.63%),106점
붕어튀김,MASTER,263승 260패 (50.29%),106점
the Gloomist Vex,MASTER,217승 163패 (57.11%),106점
최강남자한준수,MASTER,79승 63패 (55.63%),106점
Runйer,MASTER,124승 92패 (57.41%),106점
hosh1kawa,MASTER,70승 20패 (77.78%),106점
청주 호박나이트,MASTER,250승 236패 (51.44%),106점
우람늘,MASTER,113승 108패 (51.13%),106점
개꿀병,MASTER,87승 78패 (52.73%),106점
Heoguri,MASTER,109승 101패 (51.90%),106점
sup game,MASTER,89승 59패 (60.14%),106점
대충대충유지하기,MASTER,110승 83패 (56.99%),106점
만번슬프다,MASTER,107승 99패 (51.94%),105점
약펀치강펀치,MASTER,79승 71패 (52.67%),105점
전판 미드,MASTER,98승 63패 (60.87%),105점
yunix,MASTER,265승 223패 (54.30%),105점
캥거루 뺑소니,MASTER,217승 180패 (54.66%),105점
yongboem,MASTER,78승 67패 (53.79%),105점
08 AD KlNG,MASTER,163승 125패 (56.60%),105점
07프로저격수,MASTER,324승 292패 (52.60%),105점
안녕히계셰요,MASTER,103승 90패 (53.37%),105점
스칼 풀 뜯어먹는 소리,MASTER,180승 146패 (55.21%),105점
남광원얼굴빵빵이,MASTER,89승 55패 (61.81%),105점
내 꿈 뭐였더라,MASTER,159승 143패 (52.65%),105점
파이크 못합니다,MASTER,163승 155패 (51.26%),105점
길가는 개미,MASTER,103승 71패 (59.20%),105점
윌럼프1,MASTER,176승 180패 (49.44%),105점
내 이름은 윤채훈,MASTER,344승 334패 (50.74%),105점
뿔시우,MASTER,195승 199패 (49.49%),105점
2887271850157856,MASTER,97승 67패 (59.15%),105점
Shadow Scythe,MASTER,136승 106패 (56.20%),105점
보글보글보글보글,MASTER,390승 411패 (48.69%),105점
03JGL,MASTER,193승 187패 (50.79%),105점
렝가장인일까요,MASTER,107승 100패 (51.69%),105점
말티즈윈터,MASTER,227승 201패 (53.04%),105점
잘 피하나,MASTER,201승 177패 (53.17%),105점
48040389del,MASTER,147승 133패 (52.50%),105점
엄 포,MASTER,111승 103패 (51.87%),105점
대야웰백,MASTER,100승 90패 (52.63%),105점
시이바견,MASTER,145승 113패 (56.20%),105점
못난이 원딜,MASTER,81승 61패 (57.04%),105점
Spurs Sonny ,MASTER,62승 50패 (55.36%),105점
이블린끌기장인,MASTER,127승 121패 (51.21%),105점
소 지,MASTER,33승 18패 (64.71%),105점
서견원,MASTER,175승 152패 (53.52%),105점
flawless love,MASTER,354승 347패 (50.50%),105점
습관성누누증후군,MASTER,66승 53패 (55.46%),105점
구스타프,MASTER,63승 39패 (61.76%),105점
서문엽,MASTER,208승 187패 (52.66%),104점
한량 채현이,MASTER,135승 136패 (49.82%),104점
츄르사냥뀬,MASTER,99승 58패 (63.06%),104점
SDL Viper,MASTER,119승 83패 (58.91%),104점
그냥롤을못함,MASTER,299승 265패 (53.01%),104점
핀과제이크의어드벤쳐타임,MASTER,48승 34패 (58.54%),104점
사리면서게임,MASTER,218승 181패 (54.64%),104점
ji tui fan,MASTER,96승 61패 (61.15%),104점
크앙 나 괴물병선,MASTER,109승 99패 (52.40%),104점
기다려라 꼭 간다,MASTER,175승 163패 (51.78%),104점
WE777,MASTER,48승 28패 (63.16%),104점
라 픈,MASTER,222승 209패 (51.51%),104점
합 산,MASTER,169승 106패 (61.45%),104점
Vaйcouver 2,MASTER,73승 63패 (53.68%),104점
꼬질인우,MASTER,119승 111패 (51.74%),104점
Miss2,MASTER,93승 53패 (63.70%),104점
시찌미토우가라시,MASTER,122승 119패 (50.62%),104점
전라인,MASTER,201승 158패 (55.99%),104점
싸펑지옥락메인어,MASTER,117승 103패 (53.18%),104점
asdfzxcvqwh,MASTER,57승 41패 (58.16%),104점
탈으이,MASTER,224승 200패 (52.83%),104점
Beйch press,MASTER,52승 44패 (54.17%),104점
팀운망겜15GG,MASTER,179승 123패 (59.27%),104점
용구용구용구,MASTER,110승 92패 (54.46%),104점
진짜 개지림,MASTER,108승 104패 (50.94%),104점
정글에서 날 피해,MASTER,148승 97패 (60.41%),104점
24살 김건우,MASTER,50승 32패 (60.98%),104점
케빈추,MASTER,157승 135패 (53.77%),104점
세라핀2,MASTER,254승 224패 (53.14%),104점
일의전심,MASTER,224승 195패 (53.46%),104점
솔 수집가,MASTER,64승 57패 (52.89%),104점
미드녹턴,MASTER,46승 32패 (58.97%),104점
HoBiй,MASTER,113승 108패 (51.13%),104점
윤마유시,MASTER,132승 122패 (51.97%),104점
화려한 문정희,MASTER,66승 43패 (60.55%),104점
감사합니감사,MASTER,192승 179패 (51.75%),104점
요행을 바란다,MASTER,278승 243패 (53.36%),104점
넥넷피한,MASTER,74승 61패 (54.81%),104점
피만난모기,MASTER,145승 143패 (50.35%),104점
의지느님,MASTER,56승 43패 (56.57%),104점
유넹이,MASTER,115승 109패 (51.34%),104점
chovy23,MASTER,55승 42패 (56.70%),103점
JustT1Like괴물쥐,MASTER,137승 125패 (52.29%),103점
